type_id,valeur_id,devise,montant,nom_complet,statut,error_message
PERSONAL_ID,7456474769,XOF,5000,Pacôme Djegui,SUCCES,
PERSONAL_ID,8496346284,XOF,1000,Blandine Assogba,SUCCES,
PERSONAL_ID,7762483111,XOF,250,Donatien Kpangon,SUCCES,
PERSONAL_ID,2485640249,XOF,7500,Donatien Hounguevou,SUCCES,
PERSONAL_ID,9670908299,XOF,7500,Kossi Yayi,SUCCES,
PERSONAL_ID,5019390150,XOF,50000,Blandine Tokoudagba,SUCCES,
PERSONAL_ID,2575954225,XOF,15000,Donatien Hountondji,SUCCES,
PERSONAL_ID,2819105125,49860147,XOF,5000,ECHOUE,La devise n'est pas autorisée et Le montant doit être un nombre positif
PERSONAL_ID,6118279556,XOF,15000,Ange-Marie Adimou,SUCCES,
PERSONAL_ID,1385880696,XOF,10000,Valentin Adjaho,SUCCES,
PERSONAL_ID,5967227297,XOF,7500,Honoré Avocè,SUCCES,
PERSONAL_ID,8647962914,XOF,10000,Dieudonné Yayi,SUCCES,
PERSONAL_ID,5203338059,XOF,15000,Justine Gbaguidi,SUCCES,
PERSONAL_ID,0494243113,XOF,50000,Roland Dossou,SUCCES,
PERSONAL_ID,3425747970,XOF,250,Serge Agbo,SUCCES,
PERSONAL_ID,6132459961,XOF,2500,Justine Gbaguidi,SUCCES,
PERSONAL_ID,9284345914,XOF,20000,Joseph Agossa,SUCCES,
PERSONAL_ID,3947104410,XOF,5000,Aurore Adjovi,SUCCES,
PERSONAL_ID,4501758074,XOF,1000,Boris Soglo,SUCCES,
PERSONAL_ID,2260602924,XOF,7500,Boris Adjovi,SUCCES,
PERSONAL_ID,6855948012,XOF,7500,Rosine Koukpaki,SUCCES,
PERSONAL_ID,1515452910,XOF,250,Ruth Hountondji,SUCCES,
PERSONAL_ID,4905112895,XOF,2500,Sylvie Adjovi,SUCCES,
PERSONAL_ID,0646225819,XOF,250,Donatien Houndjo,SUCCES,
PERSONAL_ID,1878404897,XOF,50000,,SUCCES,
PERSONAL_ID,2240560283,XOF,1000,Gildas Ahossi,SUCCES,
PERSONAL_ID,2837696915,XOF,20000,Judith Zannou,SUCCES,
PERSONAL_ID,8839715311,XOF,10000,Gildas Houkpe,SUCCES,
PERSONAL_ID,6958349771,XOF,1000,Sylvie Tchibozo,SUCCES,
PERSONAL_ID,2832426724,XOF,2500,Prisca Adéyèmi,SUCCES,
PERSONAL_ID,1214612539,XOF,500,Prisca Adjovi,SUCCES,
PERSONAL_ID,1728261191,XOF,500,Honoré Hounsa,SUCCES,
PERSONAL_ID,3017649285,XOF,250,Prisca Hounguevou,SUCCES,
PERSONAL_ID,3017649285,XOF,1000,Rita Soglo,SUCCES,
PERSONAL_ID,4679328074,XOF,10000,Rita Kpangon,SUCCES,
PERSONAL_ID,8589281910,XOF,10000,Olivier Adjaho,SUCCES,
PERSONAL_ID,7435614641,XOF,20000,Flora Adjovi,SUCCES,
PERSONAL_ID,4304087448,XOF,15000,Boris Avocè,SUCCES,
PERSONAL_ID,2425581535,XOF,15000,Emile Djossou,SUCCES,
PERSONAL_ID,043696830X,XOF,5000,Ange Tokoudagba,ECHOUE,La valeur doit être un nombre et La valeur doit comporter 10 chiffres
PERSONAL_ID,2525373634,XOF,100,Aurore Yayi,SUCCES,
PERSONAL_ID,4366513453,XOF,7500,Honoré Djegui,SUCCES,
PERSONAL_ID,6160718801,XOF,100,Sylvie Assogba,SUCCES,
PERSONAL_ID,7099675297,XOF,250,Christelle Ahossi,SUCCES,
PERSONAL_ID,6441508343,XOF,100,Marlène Houngbédji,SUCCES,
PERSONAL_ID,1329426681,XOF,500,Christelle Houndjo,SUCCES,
PERSONAL_ID,1329426681,XOF,50000,Sylvie Hountondji,SUCCES,
PERSONAL_ID,4280112900,XOF,20000,Mariam Ahossi,SUCCES,
PERSONAL_ID,9701653615,XOF,7500,Ruth Adjovi,SUCCES,
PERSONAL_ID,3493768842,XOF,10000,Sylvie Adimou,SUCCES,
PERSONAL_ID,3850639813,XOF,50000,Emile Avocè,SUCCES,
PERSONAL_ID,9896687917,XOF,7500,Théophile Olory,SUCCES,
PERSONAL_ID,7262024126,XOF,10000,Catherine Kpangon,SUCCES,
PERSONAL_ID,7816598693,XOF,50000,Lionel Chabi,SUCCES,
PERSONAL_ID,3536602244,XOF,500,Rosine Dossou,SUCCES,
PERSONAL_ID,4500363860,XOF,10000,Rita Ahouansou,SUCCES,
PERSONAL_ID,5258007565,XOF,7500,Malick Olory,SUCCES,
PERSONAL_ID,7498853344,XOF,15000,Roland Houndjo,SUCCES,
PERSONAL_ID,3818277515,XOF,2500,Emile Hountondji,SUCCES,
PERSONAL_ID,2117040525,XOF,250,Fabrice Djossou,SUCCES,
PERSONAL_ID,2266887616,XOF,100,Ange Tokoudagba,SUCCES,
PERSONAL_ID,2025454338,XOF,10000,Germaine Azon,SUCCES,
PERSONAL_ID,4411691155,XOF,2500,Flora Yayi,SUCCES,
PERSONAL_ID,3552068062,XOF,2500,Kossi Ahouansou,SUCCES,
PERSONAL_ID,9058585290,XOF,1000,Lionel Dossou,SUCCES,
PERSONAL_ID,7653226687,XOF,15000,Théophile Houkpe,SUCCES,
PERSONAL_ID,2679136049,XOF,7500,Blandine Chabi,SUCCES,
PERSONAL_ID,8452771178,XOF,2500,Prisca Olory,SUCCES,
PERSONAL_ID,6590453852,XOF,500,Irène Azonhidé,SUCCES,
PERSONAL_ID,7678434482,XOF,500,Prisca Azon,SUCCES,
PERSONAL_ID,5533724258,XOF,100,Dieudonné Zannou,SUCCES,
PERSONAL_ID,1079524138,XOF,5000,Rosine Olory,SUCCES,
PERSONAL_ID,4488133750,XOF,15000,Roland Houngbédji,SUCCES,
PERSONAL_ID,7390835017,XOF,1000,Abdou Hountondji,SUCCES,
PERSONAL_ID,2239089546,XOF,15000,Boris Zannou,SUCCES,
PERSONAL_ID,3193732785,XOF,50000,Honoré Adjaho,SUCCES,
PERSONAL_ID,0305113771,XOF,20000,Christelle Tchibozo,SUCCES,
PERSONAL_ID,7862885607,XOF,5000,Dieudonné Deguenon,SUCCES,
PERSONAL_ID,7971966410,XOF,50000,Gildas Houndjo,SUCCES,
PERSONAL_ID,2132942936,XOF,10000,Malick Chabi,SUCCES,
PERSONAL_ID,9121819006,XOF,2500,Abdou Lokossou,SUCCES,
PERSONAL_ID,4353025100,XOF,20000,Théophile Lokossou,SUCCES,
PERSONAL_ID,1639752334,XOF,15000,Catherine Adjaho,SUCCES,
PERSONAL_ID,4886496467,XOF,250,Prisca Kpakpo,SUCCES,
PERSONAL_ID,8144127028,XOF,100,Blandine Tchibozo,SUCCES,
PERSONAL_ID,0449165575,XOF,50000,Valentin Soglo,SUCCES,
PERSONAL_ID,6090124258,XOF,1000,Joseph Hounguevou,SUCCES,
PERSONAL_ID,7127715129,XOF,10000,Catherine Adéyèmi,SUCCES,
PERSONAL_ID,5058042613,XOF,10000,Hervé Adjovi,SUCCES,
PERSONAL_ID,1947571153,XOF,5000,Ulrich Agossa,SUCCES,
PERSONAL_ID,7073656901,XOF,500,Rosine Deguenon,SUCCES,
PERSONAL_ID,5382321100,XOF,500,Marlène Azonhidé,SUCCES,
PERSONAL_ID,3347141268,XOF,20000,Catherine Fagbemi,SUCCES,
PERSONAL_ID,2443038773,XOF,2500,Ruth Tchibozo,SUCCES,
PERSONAL_ID,5824719966,XOF,500,Marlène Adéyèmi,SUCCES,
PERSONAL_ID,0419330153,XOF,5000,Noël Kpakpo,SUCCES,
PERSONAL_ID,8386650580,XOF,2500,Ruth Koukpaki,SUCCES,
PERSONAL_ID,2745453110,XOF,1000,Ange Ahouansou,SUCCES,
PERSONAL_ID,2889675547,XOF,10000,Boris Adéyèmi,SUCCES,
PERSONAL_ID,6267924430,XOF,2500,Claude Yayi,SUCCES,
PERSONAL_ID,7010696637,XOF,100,Valentin Houngbédji,SUCCES,
PERSONAL_ID,2316845086,XOF,1000,Catherine Chabi,SUCCES,
PERSONAL_ID,6128846182,XOF,500,Jacques Zinsou,SUCCES,
PERSONAL_ID,2808387956,XOF,15000,Prisca Hounguevou,SUCCES,
PERSONAL_ID,9391981910,XOF,250,Mariam Avocè,SUCCES,
PERSONAL_ID,1918946969,XOF,5000,Abdou Zannou,SUCCES,
PERSONAL_ID,1442472373,XOF,2500,Ulrich Houkpe,SUCCES,
PERSONAL_ID,2431141234,XOF,10000,Chabi Zannou,SUCCES,
PERSONAL_ID,5683147536,XOF,15000,Germaine Adjovi,SUCCES,
PERSONAL_ID,7543660784,XOF,100,Germaine Soglo,SUCCES,
PERSONAL_ID,4418582280,XOF,500,Rosine Adéyèmi,SUCCES,
PERSONAL_ID,6508678167,XOF,50000,Olivier Djegui,SUCCES,
PERSONAL_ID,9719725854,XOF,7500,Hervé Houénou,SUCCES,
PERSONAL_ID,8250988839,XOF,250,Christelle Ahouansou,SUCCES,
PERSONAL_ID,9332513794,XOF,2500,Fabrice Assogba,SUCCES,
PERSONAL_ID,3714769317,XOF,2500,Donatien Djegui,SUCCES,
PERSONAL_ID,3228344181,XOF,250,Ulrich Yayi,SUCCES,
PERSONAL_ID,8282167881,XOF,50000,Mariam Gandonou,SUCCES,
PERSONAL_ID,7496741601,XOF,100,Pacôme Zinsou,SUCCES,
PERSONAL_ID,751497620,XOF,250,Valentin Fagbohoun,ECHOUE,La valeur doit comporter 10 chiffres
PERSONAL_ID,6727054457,XOF,250,Olivier Hounguevou,SUCCES,
PERSONAL_ID,509515942,XOF,5000,Landry Gandonou,ECHOUE,La valeur doit comporter 10 chiffres
PERSONAL_ID,2997809816,XOF,5000,Justine Adéyèmi,SUCCES,
PERSONAL_ID,6759245154,XOF,500,Justine Hountondji,SUCCES,
PERSONAL_ID,9533098079,XOF,20000,Malick Chabi,SUCCES,
PERSONAL_ID,4377664464,XOF,2500,Emile Houngbédji,SUCCES,
PERSONAL_ID,2014050093,XOF,1000,Malick Chabi,SUCCES,
PERSONAL_ID,7134180429,XOF,250,Théophile Avocè,SUCCES,
PERSONAL_ID,6368398792,XOF,50000,Irène Tchibozo,SUCCES,
PERSONAL_ID,5830969831,XOF,20000,Mariam Zannou,SUCCES,
PERSONAL_ID,8330395040,XOF,15000,Roland Houngbédji,SUCCES,
PERSONAL_ID,4612688998,XOF,20000,Marlène Fagbohoun,SUCCES,
PERSONAL_ID,4447865009,XOF,2500,Hervé Djossou,SUCCES,
PERSONAL_ID,1355221532,XOF,50000,Judith Gbaguidi,SUCCES,
PERSONAL_ID,3173536047,XOF,10000,Fabrice Olory,SUCCES,
PERSONAL_ID,9602823598,XOF,1000,Rosine Chabi,SUCCES,
PERSONAL_ID,2876821366,XOF,10000,Jacques Hounguevou,SUCCES,
PERSONAL_ID,2704065731,XOF,5000,Abdou Agossa,SUCCES,
PERSONAL_ID,1880717721,XOF,7500,Boris Houndjo,SUCCES,
PERSONAL_ID,4847142321,XOF,10000,Mariam Ahouandjinou,SUCCES,
PHONE,0846739256,XOF,7500,Prisca Avocè,ECHOUE,Le type est invalide
PERSONAL_ID,8531259029,XOF,100,Dieudonné Hountondji,SUCCES,
PERSONAL_ID,0794918406,XOF,7500,Ange Zannou,SUCCES,
PERSONAL_ID,1225656106,XOF,50000,Kossi Avocè,SUCCES,
PERSONAL_ID,7270313900,XOF,2500,Landry Olory,SUCCES,
PERSONAL_ID,8077026010,XOF,10000,Mariam Gandonou,SUCCES,
PERSONAL_ID,0462691890,XOF,50000,Rosine Chabi,SUCCES,
PERSONAL_ID,0030461617,XOF,20000,Irène Kpakpo,SUCCES,
PERSONAL_ID,2444995455,XOF,100,Claude Djossou,SUCCES,
PERSONAL_ID,8422525919,XOF,1000,Gildas Koukpaki,SUCCES,
PERSONAL_ID,9231433136,XOF,500,Ange-Marie Djegui,SUCCES,
PERSONAL_ID,789659043X,XOF,500,Claude Adjaho,ECHOUE,La valeur doit être un nombre et La valeur doit comporter 10 chiffres
PERSONAL_ID,6863069609,XOF,50000,Catherine Ahouansou,SUCCES,
PERSONAL_ID,3742097773,XOF,500,Patrice Avocè,SUCCES,
PERSONAL_ID,6210764999,XOF,15000,Aurore Ahouandjinou,SUCCES,
PERSONAL_ID,1254895255,XOF,250,Donatien Koukpaki,SUCCES,
PERSONAL_ID,1309082750,XOF,5000,Ange-Marie Houndjo,SUCCES,
PERSONAL_ID,7897621445,XOF,100,Olivier Zannou,SUCCES,
PERSONAL_ID,2697014140,XOF,100,Roland Gbaguidi,SUCCES,
PERSONAL_ID,5391659380,XOF,250,Ruth Kpangon,SUCCES,
PERSONAL_ID,8263861325,XOF,250,Blandine Gbaguidi,SUCCES,
PERSONAL_ID,5519099358,XOF,500,Abdou Houndjo,SUCCES,
PERSONAL_ID,1903663289,XOF,1000,Théophile Kpangon,SUCCES,
PERSONAL_ID,0423496529,XOF,100,Ismaël Azonhidé,SUCCES,
PERSONAL_ID,0257362962,XOF,100,Malick Yayi,SUCCES,
PERSONAL_ID,9384086741,XOF,10000,Lionel Djossou,SUCCES,
PERSONAL_ID,1645771318,XOF,100,Aminata Hounguevou,SUCCES,
PERSONAL_ID,8937912583,XOF,100,Boris Gbaguidi,SUCCES,
